"Step","Grouped runs - metrics/expert_usage_std","Grouped runs - metrics/expert_usage_std__MIN","Grouped runs - metrics/expert_usage_std__MAX"
"205000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"210000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"215000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"220000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"225000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"230000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"235000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"240000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"245000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"250000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"255000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"260000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"265000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"270000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"275000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"280000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"285000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"290000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"295000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"300000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"305000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"310000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"315000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"320000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"325000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"330000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"335000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"340000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"345000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"350000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"355000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"360000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"365000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"370000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"375000","0.014271752443164587","0.008498364128172398","0.01950783282518387"
"380000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"385000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"390000","0.014420746359974146","0.008498364128172398","0.01972026564180851"
"395000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"400000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"405000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"410000","0.013237346429377794","0.0068718427792191505","0.018408939242362976"
"415000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"420000","0.014632213395088911","0.008498364128172398","0.020949676632881165"
"425000","0.01396250887773931","0.007993055507540703","0.020949676632881165"
"430000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"435000","0.013643976766616106","0.008498364128172398","0.018408939242362976"
"440000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"445000","0.013900711201131344","0.008498364128172398","0.01972026564180851"
"450000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"455000","0.014099071035161614","0.007993055507540703","0.01972026564180851"
"460000","0.013900711201131344","0.008498364128172398","0.01972026564180851"
"465000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"470000","0.013971809297800064","0.008498364128172398","0.01972026564180851"
"475000","0.014415724202990532","0.010274023748934269","0.01972026564180851"
"480000","0.014632213395088911","0.008498364128172398","0.020949676632881165"
"485000","0.015353999566286802","0.010274023748934269","0.020749835297465324"
"490000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"495000","0.013783790171146393","0.008498364128172398","0.01972026564180851"
"500000","0.013948534149676561","0.0068718427792191505","0.021538078784942627"
"505000","0.013655156129971147","0.007993055507540703","0.01972026564180851"
"510000","0.014324860647320747","0.008498364128172398","0.01972026564180851"
"515000","0.014279162045568228","0.008498364128172398","0.020949676632881165"
"520000","0.013655156129971147","0.007993055507540703","0.01972026564180851"
"525000","0.014208063948899508","0.008498364128172398","0.020949676632881165"
"530000","0.014652693644165993","0.008498364128172398","0.019720271229743958"
"535000","0.014632213395088911","0.008498364128172398","0.020949676632881165"
"540000","0.01417360594496131","0.008498364128172398","0.021538078784942627"
"545000","0.0141088399104774","0.008498364128172398","0.01885618269443512"
"550000","0.014279162045568228","0.008498364128172398","0.020949676632881165"
